"Asian Paints","Wipro","Titan","SBI","L&T","Infosys","ICICI","CoalIndia","Bajaj Finance","Axis Bank"
1235,539.6,996,2471.5,2036.50641025641,4682,1492.82967032967,271,18350,2735
1280,544,957.5,2500,2074.12393162393,4700,1509.36263736264,271,18600,2760
1296,546.2,925,2538,2056.62393162393,4757.2,1505.95879120879,269.1,18610,2769.5
1303,547.9,925,2457.5,2037.17948717949,4770.2,1483.1043956044,264,18820.5,2737.5
1323,550.8,932,2450,2043.16239316239,4795.6,1450.28159340659,266.55,19300,2705
1309,552.8,925,2429,2025.21367521368,4744,1438.8543956044,271.7,20788,2690
1307,538,934.5,2427,1968.37606837607,4720,1398.00824175824,264,21442,2665
1301.85,528,911.5,2443,1963.88888888889,4702.4,1403.11401098901,272,21058,2644.5
1287.9,532,911.6,2542,1969.8717948718,4787.2,1407.24725274725,278,21570,2610
1280,526.8,915,2647,1996.79487179487,4769.8,1424.75274725275,275.5,20810,2607
1295,528.7,914,2682,2006.36752136752,4892,1446.63461538462,281.8,21060,2675
1299,528.7,924,2675,2014.81837606838,4913.2,1430.34478021978,276.1,21340,2711.25
1325,525,922,2701,2086.53846153846,4880,1453.92857142857,285.45,21300,2732.5
1295,526,914.9,2616,2064.10256410256,4866.8,1395.57692307692,280,20602.5,2725
1311.9,521.7,916.55,2674,2043.23717948718,4868,1381.47527472527,293,21400,2715
1305.6,528,906.5,2695,2063.72863247863,4927.6,1415.2706043956,295,21320,2725
1295,529.9,902,2688.5,2061.11111111111,4880,1428.39972527473,294,21046,2700
1281,526,881.5,2620,2040.17094017094,4900.4,1398.00824175824,292.9,20658,2680
1272.9,513.7,856,2630,1993.80341880342,4884.8,1384.87912087912,288.9,21190,2650
1265,517.9,900,2714,2025.21367521368,4952,1397.52197802198,289.95,21730,2665
1278.6,523.2,888.55,2690.5,2023.71794871795,4999.6,1419.89010989011,289,21708,2710
1280,534,898.15,2737,2004.2735042735,5039,1385.85164835165,290.9,22050,2699.75
1281,532.4,905,2736.5,2019.23076923077,5060,1396.30631868132,287.8,22560,2705
1294.85,540,908.5,2840,2041.66666666667,5060,1410.16483516484,286.95,22700,2691.25
1280.1,538,920,2870,2034.18803418803,5036,1417.45879120879,283,22330,2717.25
1298,540,910,2827,2004.2735042735,4954.8,1395.57692307692,285,22520,2643.5
1290,537.4,900,2775,1989.31623931624,5140,1385.60851648352,280,22899.5,2645
1277,531.4,897,2760,1977.05128205128,5064,1442.01510989011,273.95,22450,2625
1270,523.3,890,2725.5,1959.40170940171,4980,1419.89010989011,270.1,22850,2609.5
1272.05,525.6,892,2744,1959.40170940171,5000,1427.91346153846,270.05,22680,2619.75
1263.75,512.1,870,2680,1925.29914529915,4982,1449.5521978022,266,22691.5,2577.25
1273,517.8,870,2730,1955.51282051282,5000,1458.30494505495,264.4,23850,2623.25
1259,515,860,2670,1898.07692307692,5079.6,1397.52197802198,259,23890,2600
1278,519.8,870.2,2680,1901.06837606838,5124.6,1402.87087912088,265,23800,2583
1270,512,865.5,2600,1846.84829059829,5076.8,1355.7032967033,265.25,23580,2550
1264.85,518.8,828.9,2576,1851.7094017094,5180.8,1322.63736263736,260,22770,2531.75
1265.05,534.6,880.55,2599,1910.86538461538,5255.6,1337.22527472527,264,22990,2555
1294,518.3,888,2600,1884.61538461538,5360,1337.22527472527,261.1,23050,2563
1298,525.3,891.1,2570,1863.82478632479,5412,1328.2293956044,261,23487,2560
1306.3,524,869,2571,1889.10256410256,5399.2,1329.93131868132,269.2,23360,2577.75
1327.5,524.5,837,2569,1873.92094017094,5120,1313.64148351648,270.2,23510,2550.25
1334,526,835,2580,1900.02136752137,5170.2,1323.12362637363,272,23650,2571
1362,536,822,2621,1929.48717948718,5220.8,1322.63736263736,272,23690,2650
1367,546,832,2634.5,1933.82478632479,5240,1337.22527472527,277.9,23700,2667
1370,547.9,820,2619,1910.11752136752,5296,1317.77472527473,266.35,23669,2697.25
1358,558.9,810.55,2619,1952.67094017094,5240,1324.58241758242,267.85,24490,2700
1370,558,841,2570,1941.45299145299,5300,1296.86538461538,271.7,24770,2620
1361.3,566,831.25,2509.5,1926.42094017094,5330.8,1268.90521978022,261.55,24850,2615
1385.6,573.8,845.1,2600,1927.24358974359,5360,1297.10851648352,266,24948,2711.75
1398,572,851,2591,1928.36538461538,5289.6,1276.44230769231,262,25000,2640
1400,573,871.7,2609,1882.8952991453,5284.2,1273.76785714286,261.2,25200,2638
1421.55,576,862.75,2615,1902.5641025641,5400.4,1288.5989010989,263.85,27250,2672.5
1440,558.8,860,2664,1925,5448,1336.73901098901,263,27600,2714.75
1454,546.9,867.15,2694,1996.79487179487,5520,1332.60576923077,269,27298,2735
1451.85,551.6,866,2750,2002.77777777778,5520,1337.22527472527,264.5,27029.5,2685
1449,545.5,856.1,2890,1955.66239316239,5520,1385.85164835165,266.65,26840,2725
1449,548.9,889.7,2880,1972.86324786325,5540,1450.03846153846,264.9,27207.5,2775
1435.4,547,894,2974,1954.01709401709,5400,1491.37087912088,264.9,26710.5,2910
1460,555.8,912,2950,1956.41025641026,5463.4,1468.51648351648,261.5,27209.5,2762.25
1431,555.7,922,2939,1947.28632478632,5420.4,1439.82692307692,274.05,27240,2732.5
1436,558.6,925,2954,1919.16666666667,5440,1458.79120879121,273.5,27348,2739
1412,557,930,3005,1929.56196581197,5460,1512.28021978022,278,26820,2873
1409.75,553.4,900,3094,1941.60256410256,5468,1532.46016483516,283,26990,2982.5
1425,556,925.5,3055,1937.78846153846,5472.4,1522.49175824176,280,27555,2978.75
1426,553.8,935.2,3130,1944.51923076923,5464.2,1556.04395604396,276.3,28180,2980
1416,558,915.3,3177,1922.00854700855,5529.2,1619.50137362637,280.2,28259.5,3105
1424,562,917,2964,1893.44017094017,5540,1565.76923076923,280,28068,3069.5
1412,568,915.1,2969.5,1894.71153846154,5641.4,1578.41208791209,279.25,27669.5,3039.75
1403.9,571.7,926,2939.5,1875.49145299145,5645,1609.0467032967,281.9,28350,3074.75
1408,564.6,935,2959,1860.68376068376,5731.4,1636.5206043956,283.05,28649.5,3155
1408.95,560,947,3040,1944.44444444444,5554.8,1658.15934065934,282.1,28577.5,3174.5
1414.65,575.9,930,3081,1992.15811965812,5544.4,1645.27335164835,284.5,28428.5,3125
1405.5,578,921.05,3079,1983.48290598291,5553.2,1643.08516483516,292,28999,3215
1397,581.8,914,3012.5,2028.20512820513,5570.2,1632.87362637363,288.5,28950,3187.5
1397,585.8,898.8,3032.5,2019.75427350427,5533.4,1610.74862637363,292.4,29410,3200.75
1400.1,598,898.75,3087,2034.48717948718,5664,1658.6456043956,295,29842.5,3255.5
1409.3,594,890,3069,2028.20512820513,5740,1643.57142857143,294.7,29310,3293.25
1394,596,882,3100,2029.70085470085,5644,1652.81043956044,287.7,29939.5,3300.5
1376.5,600,876.25,3073,2023.71794871795,5688,1681.5,286.5,29300,3255
1375,656,892.3,3120,2056.62393162393,5832,1666.42582417582,286.7,28849.5,3252.5
1366.8,620,915.05,3077,2046.15384615385,5789.6,1632.87362637363,287.65,27378,3185
1310.15,630,879.5,2969,2034.03846153846,5934,1598.10576923077,280,27490,3215
1330.2,638,872.55,2983,2021.17521367521,5876,1607.58791208791,279.95,27600,3212
1327,643.9,870.1,2965,2014.1452991453,5864.4,1598.83516483516,283.2,27100,3195.25
1310.4,649,868.95,2910,2021.25,5896,1613.42307692308,286.55,27230,3225
1300,655.9,859.85,2883,2014.6688034188,5874.4,1622.41895604396,282,26210,3265.25
1297,648,818.5,2839,1992.15811965812,5944,1588.13736263736,284.2,26100,3276.5
1280.55,659.4,834.9,2900,2027.00854700855,5940,1586.19230769231,281.8,26348,3200.25
1331,662,838,2895,2028.20512820513,5891.2,1594.94505494505,277,26600,3185
1314.75,658,820,2856,2010.63034188034,5856,1579.87087912088,275,25950,3122.25
1309.8,669.8,812.1,2760.5,1998.2905982906,5800,1551.18131868132,275,26000,3067
1294,665.3,830.1,2749,2002.25427350427,5752,1575.00824175824,283,25210,3098
1305,665,800,2722.5,1989.31623931624,5672,1546.31868131868,276,24070,3000
1271.9,666,787,2649,1971.36752136752,5760,1497.20604395604,282.95,22447,2998
1308,657.1,813,2725.5,1975.92948717949,5904,1531.73076923077,279,23298,3107.25
1286.5,642,830,2640.5,1996.79487179487,5756,1531.73076923077,274.05,23205.5,3091.25
1305,639.9,825,2668.5,1962.39316239316,5760,1492.82967032967,277.75,22480,3004.5
1300,647.9,798,2655,1902.71367521368,5880.8,1484.56318681319,266,21710,3069
1270,660.3,814,2740,1865.17094017094,5957.6,1517.14285714286,272.9,22120,2997.25
1239.5,650,785,2689.5,1884.61538461538,5824,1458.79120879121,276.55,21800,2835
1223.95,652,785,2710,1883.86752136752,5688,1539.02472527473,274.95,21620,2934.75
1216,643,790,2591.5,1841.61324786325,5800.4,1490.88461538462,265,19980,2840
1256,636,819.45,2687,1832.26495726496,5728,1521.51923076923,269.25,19880.5,2801.75
1215,643.5,752.85,2619.5,1832.48931623932,5745.2,1497.20604395604,272.9,20860,2782.25
1208,618.2,771,2688,1839.74358974359,5519.2,1507.41758241758,269,21000,2828
1235,626.6,781,2650,1827.77777777778,5416,1523.22115384615,268,22298.5,2942.5
1260,632.6,810,2633.5,1833.16239316239,5520,1550.20879120879,281.75,23180,2930
1272.05,649.9,817.95,2648,1824.9358974359,5672,1529.29945054945,278.95,23250,2885
1278.1,649.6,817,2744.5,1844.30555555556,5656,1580.35714285714,278.5,23480,2970
1267.9,650,814,2600,1799.35897435897,5518.4,1530.27197802198,279.65,21640,2873
1260,662,791.05,2645.5,1812.82051282051,5528,1554.0989010989,276,21820,2845
1133,639.1,775.1,2583,1791.88034188034,5432,1569.17307692308,276,20989,2792
1164,620.4,782.95,2595,1809.90384615385,5304.4,1595.43131868132,280,21620.5,2862.5
1180,596,788,2548,1823.06623931624,5144,1555.07142857143,275.45,22950,2793.5
1203,637.8,791.5,2540,1799.05982905983,5160.8,1559.93406593407,284,23350,2810.5
1190.25,647.4,819,2489.5,1809.82905982906,5064,1599.32142857143,281,23577,2709
1192,654.2,827.85,2672,1884.61538461538,5120,1696.57417582418,286.8,24300,2825
1210,656.5,834.95,2750,1895.08547008547,5320,1673.47664835165,265,23800,2826
1229,663,849.9,2825,1998.51495726496,5551.2,1731.58516483516,265.4,23780,2901.5
1240,658,863,2871,2010.25641025641,5344.8,1733.53021978022,259.45,24374,3065
1254,633.8,869.5,2860,2032.69230769231,5304,1709.7032967033,262,23990,3135
1242,647.9,872,2978,2020.7264957265,5352,1700.95054945055,264.8,23660.5,3160
1250,650.2,856,2899,2049.1452991453,5395.6,1735.23214285714,266.1,23600,3075
1265,656,857,2871,2041.66666666667,5417.6,1736.20467032967,268,23589.5,3057
1298.9,649.8,848.5,2840,2048.99572649573,5328,1739.85164835165,270,23750,3063
1279,644.8,893.8,2765,2041.66666666667,5328,1692.1978021978,268.8,22670,3049
1322,652,895,2800.5,2082.05128205128,5352,1768.05494505495,266.9,22980,3116.5
1319.9,640,881,2837,2071.65598290598,5227.6,1774.86263736264,264.2,22930,3063.75
1320,649.4,925,2860.5,2095.51282051282,5312,1804.03846153846,265.65,23510,3128.25
1332.9,651.9,922.2,2920,2097.00854700855,5240,1799.17582417582,265.1,24140,3100
1321,662.4,918.5,2865,2108.97435897436,5188.4,1762.94917582418,263.8,23600,3080
1326.25,644,915,2840,2109.42307692308,5136,1731.0989010989,262,24100,3060
1330,633.8,929.9,2865,2098.50427350427,4991.2,1746.41620879121,261,24360,3131.5
1330,609.2,913.45,2835,2109.42307692308,4988,1730.61263736264,256.5,23910,3081.25
1305.05,633,910,2850,2125.87606837607,5016,1733.53021978022,252.7,23927,3150
1341,636,917,2895,2139.03846153846,5144,1739.36538461538,252.5,24500,3136
1332.2,628,925,2887.5,2110.54487179487,5376,1762.21978021978,251.95,24344.5,3155.5
1352,624,933,2896.5,2135.82264957265,5304,1767.81181318681,248,25360,3160
1349.9,651,931,2874,2146.36752136752,5364,1749.57692307692,246.45,25490,3153
1346,654,938,2875.5,2130.81196581197,5391.2,1713.35027472527,251.5,25080,3123.75
1330,662.1,923.9,2820,2113.46153846154,5457.6,1730.12637362637,251.8,25310,3107.5
1330,671,913,2771,2079.05982905983,5402.4,1699.00549450549,246,24840,3069.5
1311.8,669.6,909.6,2765.5,2076.96581196581,5364,1701.43681318681,242,24490,3006.5
1299,659.6,915.95,2611,2069.9358974359,5424,1687.33516483516,236,24151,2990.25
1263,652,900,2690,2028.20512820513,5321.2,1643.57142857143,235,23350,2909
1323.95,660,935.1,2835,2043.23717948718,5399.6,1674.69230769231,241.85,24499,3021.25
1340,665.9,934.9,2896,2111.96581196581,5434,1712.37774725275,249.35,25066,3125
1335,677.5,943,2900,2131.26068376068,5561.2,1701.43681318681,244.95,24889,3090
1342,673.8,931.6,2896,2086.53846153846,5704,1711.64835164835,247.15,24880,3115
1344.5,675.6,933,2883,2104.48717948718,5552,1740.82417582418,253.3,24700,3096.5
1370,677.4,933.05,2945,2136.6452991453,5384,1773.16071428571,252.3,25500,3115
1392,675.8,929,2994,2141.50641025641,5301.6,1769.02747252747,249.5,25700,3190
1444,678,926,2940,2170.44871794872,5285.6,1764.40796703297,251.5,26144,3165
1390,657.1,905,2925,2129.16666666667,5264,1719.91483516484,254,25970,3125
1372.6,654,879,2930,2098.50427350427,5191.2,1710.43269230769,249.9,25550,3065
1362.5,653,899,2952,2137.39316239316,5216.8,1737.42032967033,247.55,26300,3135
1372.1,656.2,905,2947,2116.45299145299,5302.4,1737.66346153846,242.8,25901.5,3114.75
1379.5,660,928,2965,2159.82905982906,5272,1758.32967032967,243,26650,3145.5
